index,user_id,phone,customer_name,order_id,order_time,seller_name,product_category,item_count,delivery_area,delivery_lat,delivery_lon,order_amount_bdt,payment_method,order_status,source_updated_at,synthetic,provider_name,rider_id,rider_name,rider_phone,rider_role,rider_vehicle_type,rider_vehicle_number,rider_joined_at,rider_rating,rider_status,rider_primary_area,rider_dataset_activity_count,rider_dataset_completed_count,rider_total_completed_activities,rider_first_activity_at,rider_last_activity_at
220,USR025,+8801328508768,Tanjim Sultana,RKM0000221,2026-08-07T13:48:18+06:00,Pragya Demo Book House,Academic,5,Badda,23.773149,90.430618,553,cash,delivered,2026-08-08T13:48:18+06:00,True,Rokomari,RKM-RDR-001,Hasan Chowdhury,8801871778083,delivery_rider,Bike,Dhaka-Metro-LA-49-2544,2023-03-12,4.55,active,Badda,27,10,1110,2026-02-11T03:30:55+06:00,2026-08-07T13:48:18+06:00
221,USR026,+8801795919068,Imran Ahmed,RKM0000222,2026-03-30T01:16:36+06:00,Akshar Demo Publications,Fiction,3,Dhanmondi,23.749287,90.380409,2510,mobile_wallet,delivered,2026-04-01T03:16:36+06:00,True,Rokomari,RKM-RDR-004,Fahim Karim,8801564428282,delivery_rider,Bike,Dhaka-Metro-LA-49-5778,2023-06-10,4.82,active,Dhanmondi,58,29,821,2026-02-14T08:31:15+06:00,2026-08-10T21:30:40+06:00
222,USR026,+8801795919068,Imran Ahmed,RKM0000223,2026-03-15T11:14:39+06:00,Boibagan Demo Publications,Academic,4,Uttara,23.874867,90.384435,1099,mobile_wallet,delivered,2026-03-20T09:14:39+06:00,True,Rokomari,RKM-RDR-017,Emon Rahman,8801932543816,delivery_rider,Bike,Dhaka-Metro-LA-59-3501,2026-03-29,4.62,active,Uttara,52,27,1300,2026-02-11T17:22:46+06:00,2026-08-06T10:33:58+06:00
223,USR026,+8801795919068,Imran Ahmed,RKM0000224,2026-04-04T22:35:22+06:00,Sahityaghar Demo Publications,Children,1,Farmgate,23.754706,90.388032,1054,mobile_wallet,delivered,2026-04-08T13:35:22+06:00,True,Rokomari,RKM-RDR-005,Tanvir Hasan,8801510283842,delivery_rider,Bicycle,BIC-99533,2024-10-07,4.86,active,Farmgate,51,22,318,2026-02-14T11:05:37+06:00,2026-08-06T15:48:56+06:00
224,USR026,+8801795919068,Imran Ahmed,RKM0000225,2026-06-30T10:54:47+06:00,Boibagan Demo Publications,Science & Technology,3,Rampura,23.755635,90.424895,2476,cash,delivered,2026-07-08T15:54:47+06:00,True,Rokomari,RKM-RDR-014,Hasan Sarker,8801938904423,delivery_rider,Bike,Dhaka-Metro-LA-21-8928,2023-08-20,4.35,active,Rampura,58,30,832,2026-02-11T14:04:39+06:00,2026-07-31T09:46:08+06:00
225,USR026,+8801795919068,Imran Ahmed,RKM0000226,2026-03-26T00:37:09+06:00,Natunpata Demo Publication,Religion,2,Bashundhara,23.807533,90.42969,1811,cash,returned,2026-03-29T23:37:09+06:00,True,Rokomari,RKM-RDR-003,Parvez Hasan,8801849556978,delivery_rider,Bike,Dhaka-Metro-LA-11-9736,2024-07-20,4.40,active,Bashundhara,48,23,1818,2026-02-10T11:36:34+06:00,2026-08-09T09:20:46+06:00
226,USR026,+8801795919068,Imran Ahmed,RKM0000227,2026-07-31T14:10:50+06:00,Sahityaghar Demo Publications,Science & Technology,2,Tejgaon,23.760231,90.389937,1889,card,delivered,2026-08-03T02:10:50+06:00,True,Rokomari,RKM-RDR-016,Shuvo Mahmud,8801674629335,delivery_rider,Bicycle,BIC-76953,2023-10-17,4.53,active,Tejgaon,43,17,253,2026-02-13T17:57:55+06:00,2026-08-06T02:47:10+06:00
227,USR026,+8801795919068,Imran Ahmed,RKM0000228,2026-06-12T03:58:56+06:00,Boibagan Demo Publications,Religion,1,Rampura,23.765683,90.412798,4062,mobile_wallet,cancelled,2026-06-17T08:58:56+06:00,True,Rokomari,RKM-RDR-014,Hasan Sarker,8801938904423,delivery_rider,Bike,Dhaka-Metro-LA-21-8928,2023-08-20,4.35,active,Rampura,58,30,832,2026-02-11T14:04:39+06:00,2026-07-31T09:46:08+06:00
228,USR026,+8801795919068,Imran Ahmed,RKM0000229,2026-03-14T04:44:01+06:00,Natunpata Demo Publication,Children,2,Wari,23.714593,90.420804,2931,mobile_wallet,cancelled,2026-03-18T14:44:01+06:00,True,Rokomari,RKM-RDR-018,Sohel Sarker,8801409053113,delivery_rider,Bicycle,BIC-69174,2024-04-13,4.26,active,Wari,43,27,1288,2026-02-26T19:01:14+06:00,2026-08-07T20:15:31+06:00
229,USR026,+8801795919068,Imran Ahmed,RKM0000230,2026-04-20T06:08:13+06:00,Boibagan Demo Publications,History,3,Gulshan,23.798626,90.404684,4416,mobile_wallet,delivered,2026-04-27T01:08:13+06:00,True,Rokomari,RKM-RDR-006,Shamim Karim,8801999724975,delivery_rider,Bike,Dhaka-Metro-LA-31-7317,2023-01-06,4.80,active,Gulshan,49,27,451,2026-02-12T06:57:54+06:00,2026-07-29T17:38:13+06:00
230,USR026,+8801795919068,Imran Ahmed,RKM0000231,2026-04-21T22:34:43+06:00,Pragya Demo Book House,Science & Technology,2,Dhanmondi,23.751133,90.379084,4287,mobile_wallet,cancelled,2026-04-22T12:34:43+06:00,True,Rokomari,RKM-RDR-004,Fahim Karim,8801564428282,delivery_rider,Bike,Dhaka-Metro-LA-49-5778,2023-06-10,4.82,active,Dhanmondi,58,29,821,2026-02-14T08:31:15+06:00,2026-08-10T21:30:40+06:00
231,USR026,+8801795919068,Imran Ahmed,RKM0000232,2026-05-07T14:19:06+06:00,Gyanpath Demo Publications,Biography,5,Dhanmondi,23.755105,90.380516,754,mobile_wallet,delivered,2026-05-09T21:19:06+06:00,True,Rokomari,RKM-RDR-004,Fahim Karim,8801564428282,delivery_rider,Bike,Dhaka-Metro-LA-49-5778,2023-06-10,4.82,active,Dhanmondi,58,29,821,2026-02-14T08:31:15+06:00,2026-08-10T21:30:40+06:00
232,USR027,+8801706292887,Rumana Ahmed,RKM0000233,2026-03-28T19:30:02+06:00,Natunpata Demo Publication,Religion,3,Khilgaon,23.750645,90.435048,392,card,returned,2026-04-05T13:30:02+06:00,True,Rokomari,RKM-RDR-007,Noman Rahman,8801316743606,delivery_rider,Bike,Dhaka-Metro-LA-37-5287,2025-09-08,4.70,temporarily_inactive,Khilgaon,53,31,1154,2026-02-11T14:39:35+06:00,2026-08-09T03:13:19+06:00
233,USR027,+8801706292887,Rumana Ahmed,RKM0000234,2026-04-02T06:27:55+06:00,Boibagan Demo Publications,Business,4,Uttara,23.870274,90.385145,4126,card,returned,2026-04-03T14:27:55+06:00,True,Rokomari,RKM-RDR-017,Emon Rahman,8801932543816,delivery_rider,Bike,Dhaka-Metro-LA-59-3501,2026-03-29,4.62,active,Uttara,52,27,1300,2026-02-11T17:22:46+06:00,2026-08-06T10:33:58+06:00
234,USR027,+8801706292887,Rumana Ahmed,RKM0000235,2026-05-17T04:51:08+06:00,Pathshala Demo Books,Biography,3,Mohakhali,23.781035,90.407767,2518,mobile_wallet,delivered,2026-05-27T01:51:08+06:00,True,Rokomari,RKM-RDR-009,Nayeem Hasan,8801324471418,delivery_rider,Bike,Dhaka-Metro-LA-34-5388,2024-11-23,4.65,active,Mohakhali,36,19,1188,2026-02-19T08:50:41+06:00,2026-08-02T04:47:49+06:00
235,USR027,+8801706292887,Rumana Ahmed,RKM0000236,2026-03-23T10:44:25+06:00,Boibagan Demo Publications,Science & Technology,1,Mohammadpur,23.762478,90.363791,2675,cash,cancelled,2026-03-25T15:44:25+06:00,True,Rokomari,RKM-RDR-010,Kawsar Hasan,8801752549830,delivery_rider,Bike,Dhaka-Metro-LA-32-8079,2024-06-06,4.23,active,Mohammadpur,50,24,1645,2026-02-11T04:16:48+06:00,2026-08-07T17:24:51+06:00
236,USR027,+8801706292887,Rumana Ahmed,RKM0000237,2026-07-23T07:50:41+06:00,Sahityaghar Demo Publications,Non-Fiction,1,Mohammadpur,23.767092,90.354951,3074,mobile_wallet,delivered,2026-07-24T03:50:41+06:00,True,Rokomari,RKM-RDR-010,Kawsar Hasan,8801752549830,delivery_rider,Bike,Dhaka-Metro-LA-32-8079,2024-06-06,4.23,active,Mohammadpur,50,24,1645,2026-02-11T04:16:48+06:00,2026-08-07T17:24:51+06:00
237,USR027,+8801706292887,Rumana Ahmed,RKM0000238,2026-05-25T21:05:37+06:00,Pathshala Demo Books,Science & Technology,5,Shyamoli,23.769099,90.371348,1549,mobile_wallet,delivered,2026-06-03T23:05:37+06:00,True,Rokomari,RKM-RDR-015,Mehedi Sheikh,8801376047729,delivery_rider,Bike,Dhaka-Metro-LA-48-9875,2025-11-17,4.56,active,Shyamoli,44,22,1705,2026-02-19T04:20:02+06:00,2026-08-03T03:52:15+06:00
238,USR027,+8801706292887,Rumana Ahmed,RKM0000239,2026-03-07T13:02:25+06:00,Boibagan Demo Publications,History,3,Badda,23.780789,90.431962,2580,card,cancelled,2026-03-11T11:02:25+06:00,True,Rokomari,RKM-RDR-019,Jubayer Sheikh,8801479247170,delivery_rider,Bicycle,BIC-57952,2025-05-30,4.90,active,Badda,26,11,467,2026-02-18T05:10:01+06:00,2026-08-10T02:50:03+06:00
239,USR027,+8801706292887,Rumana Ahmed,RKM0000240,2026-02-22T11:24:59+06:00,Kalam Demo Publications,Children,1,Tejgaon,23.757915,90.394573,258,card,cancelled,2026-03-02T03:24:59+06:00,True,Rokomari,RKM-RDR-016,Shuvo Mahmud,8801674629335,delivery_rider,Bicycle,BIC-76953,2023-10-17,4.53,active,Tejgaon,43,17,253,2026-02-13T17:57:55+06:00,2026-08-06T02:47:10+06:00
240,USR027,+8801706292887,Rumana Ahmed,RKM0000241,2026-06-14T18:28:33+06:00,Pathshala Demo Books,Biography,4,Badda,23.776076,90.421902,4562,card,cancelled,2026-06-15T20:28:33+06:00,True,Rokomari,RKM-RDR-019,Jubayer Sheikh,8801479247170,delivery_rider,Bicycle,BIC-57952,2025-05-30,4.90,active,Badda,26,11,467,2026-02-18T05:10:01+06:00,2026-08-10T02:50:03+06:00
241,USR027,+8801706292887,Rumana Ahmed,RKM0000242,2026-02-17T17:20:06+06:00,Shikkhaloy Demo Books,Science & Technology,2,Khilgaon,23.748362,90.428254,855,cash,returned,2026-02-24T21:20:06+06:00,True,Rokomari,RKM-RDR-007,Noman Rahman,8801316743606,delivery_rider,Bike,Dhaka-Metro-LA-37-5287,2025-09-08,4.70,temporarily_inactive,Khilgaon,53,31,1154,2026-02-11T14:39:35+06:00,2026-08-09T03:13:19+06:00
242,USR027,+8801706292887,Rumana Ahmed,RKM0000243,2026-05-02T17:29:36+06:00,Boibagan Demo Publications,Academic,1,Wari,23.723214,90.421847,3367,cash,delivered,2026-05-12T15:29:36+06:00,True,Rokomari,RKM-RDR-018,Sohel Sarker,8801409053113,delivery_rider,Bicycle,BIC-69174,2024-04-13,4.26,active,Wari,43,27,1288,2026-02-26T19:01:14+06:00,2026-08-07T20:15:31+06:00
243,USR027,+8801706292887,Rumana Ahmed,RKM0000244,2026-03-30T14:24:50+06:00,Akshar Demo Publications,Fiction,3,Pallabi,23.833592,90.368824,3647,card,delivered,2026-04-05T21:24:50+06:00,True,Rokomari,RKM-RDR-013,Jubayer Karim,8801590153458,delivery_rider,Bike,Dhaka-Metro-LA-45-1553,2023-09-22,4.72,active,Pallabi,46,20,915,2026-02-11T18:18:56+06:00,2026-08-09T18:40:47+06:00
244,USR028,+8801717722707,Raisa Sultana,RKM0000245,2026-05-23T16:06:26+06:00,Shikkhaloy Demo Books,Science & Technology,2,Mirpur,23.821058,90.357267,3379,mobile_wallet,returned,2026-05-24T20:06:26+06:00,True,Rokomari,RKM-RDR-008,Mehedi Mia,8801903214455,delivery_rider,Bike,Dhaka-Metro-LA-48-7063,2023-02-20,4.42,active,Mirpur,58,32,333,2026-02-14T18:44:07+06:00,2026-08-08T13:29:34+06:00
245,USR028,+8801717722707,Raisa Sultana,RKM0000246,2026-03-27T21:36:38+06:00,Boibagan Demo Publications,Exam Preparation,2,Uttara,23.880161,90.386896,3935,card,processing,2026-03-28T16:36:38+06:00,True,Rokomari,RKM-RDR-017,Emon Rahman,8801932543816,delivery_rider,Bike,Dhaka-Metro-LA-59-3501,2026-03-29,4.62,active,Uttara,52,27,1300,2026-02-11T17:22:46+06:00,2026-08-06T10:33:58+06:00
246,USR028,+8801717722707,Raisa Sultana,RKM0000247,2026-04-15T21:05:51+06:00,Pathshala Demo Books,History,2,Dhanmondi,23.739767,90.379691,4650,card,processing,2026-04-17T03:05:51+06:00,True,Rokomari,RKM-RDR-004,Fahim Karim,8801564428282,delivery_rider,Bike,Dhaka-Metro-LA-49-5778,2023-06-10,4.82,active,Dhanmondi,58,29,821,2026-02-14T08:31:15+06:00,2026-08-10T21:30:40+06:00
247,USR028,+8801717722707,Raisa Sultana,RKM0000248,2026-05-21T17:42:48+06:00,Pragya Demo Book House,Biography,3,Motijheel,23.728182,90.418104,2216,mobile_wallet,delivered,2026-05-22T14:42:48+06:00,True,Rokomari,RKM-RDR-011,Sumon Uddin,8801903242764,delivery_rider,Bike,Dhaka-Metro-LA-44-1426,2023-08-04,4.66,active,Motijheel,43,22,1317,2026-02-12T04:42:40+06:00,2026-08-06T08:07:38+06:00
248,USR028,+8801717722707,Raisa Sultana,RKM0000249,2026-05-29T13:38:13+06:00,Boibagan Demo Publications,Fiction,3,Khilgaon,23.741998,90.423012,1881,cash,delivered,2026-05-30T19:38:13+06:00,True,Rokomari,RKM-RDR-007,Noman Rahman,8801316743606,delivery_rider,Bike,Dhaka-Metro-LA-37-5287,2025-09-08,4.70,temporarily_inactive,Khilgaon,53,31,1154,2026-02-11T14:39:35+06:00,2026-08-09T03:13:19+06:00
249,USR028,+8801717722707,Raisa Sultana,RKM0000250,2026-07-14T12:05:30+06:00,Gyanpath Demo Publications,Exam Preparation,2,Uttara,23.86775,90.384577,4408,card,processing,2026-07-20T09:05:30+06:00,True,Rokomari,RKM-RDR-017,Emon Rahman,8801932543816,delivery_rider,Bike,Dhaka-Metro-LA-59-3501,2026-03-29,4.62,active,Uttara,52,27,1300,2026-02-11T17:22:46+06:00,2026-08-06T10:33:58+06:00
250,USR028,+8801717722707,Raisa Sultana,RKM0000251,2026-04-08T22:42:11+06:00,Kalam Demo Publications,Business,4,Wari,23.728368,90.413129,2099,cash,delivered,2026-04-11T06:42:11+06:00,True,Rokomari,RKM-RDR-018,Sohel Sarker,8801409053113,delivery_rider,Bicycle,BIC-69174,2024-04-13,4.26,active,Wari,43,27,1288,2026-02-26T19:01:14+06:00,2026-08-07T20:15:31+06:00
251,USR028,+8801717722707,Raisa Sultana,RKM0000252,2026-06-25T05:00:20+06:00,Kalam Demo Publications,Non-Fiction,4,Rampura,23.767738,90.42555,4634,cash,cancelled,2026-06-27T23:00:20+06:00,True,Rokomari,RKM-RDR-014,Hasan Sarker,8801938904423,delivery_rider,Bike,Dhaka-Metro-LA-21-8928,2023-08-20,4.35,active,Rampura,58,30,832,2026-02-11T14:04:39+06:00,2026-07-31T09:46:08+06:00
252,USR029,+8801526609535,Saif Islam,RKM0000253,2026-06-15T02:42:42+06:00,Natunpata Demo Publication,Biography,1,Badda,23.778712,90.428037,3811,mobile_wallet,processing,2026-06-17T09:42:42+06:00,True,Rokomari,RKM-RDR-001,Hasan Chowdhury,8801871778083,delivery_rider,Bike,Dhaka-Metro-LA-49-2544,2023-03-12,4.55,active,Badda,27,10,1110,2026-02-11T03:30:55+06:00,2026-08-07T13:48:18+06:00
253,USR029,+8801526609535,Saif Islam,RKM0000254,2026-04-10T18:21:20+06:00,Shikkhaloy Demo Books,Religion,2,Mirpur,23.830518,90.362919,1237,mobile_wallet,delivered,2026-04-16T02:21:20+06:00,True,Rokomari,RKM-RDR-008,Mehedi Mia,8801903214455,delivery_rider,Bike,Dhaka-Metro-LA-48-7063,2023-02-20,4.42,active,Mirpur,58,32,333,2026-02-14T18:44:07+06:00,2026-08-08T13:29:34+06:00
254,USR029,+8801526609535,Saif Islam,RKM0000255,2026-07-13T20:17:30+06:00,Natunpata Demo Publication,Children,1,Dhanmondi,23.739448,90.368733,2953,cash,returned,2026-07-18T02:17:30+06:00,True,Rokomari,RKM-RDR-004,Fahim Karim,8801564428282,delivery_rider,Bike,Dhaka-Metro-LA-49-5778,2023-06-10,4.82,active,Dhanmondi,58,29,821,2026-02-14T08:31:15+06:00,2026-08-10T21:30:40+06:00
255,USR029,+8801526609535,Saif Islam,RKM0000256,2026-03-17T23:14:06+06:00,Boibagan Demo Publications,Children,1,Mohammadpur,23.759492,90.35623,938,cash,delivered,2026-03-22T03:14:06+06:00,True,Rokomari,RKM-RDR-010,Kawsar Hasan,8801752549830,delivery_rider,Bike,Dhaka-Metro-LA-32-8079,2024-06-06,4.23,active,Mohammadpur,50,24,1645,2026-02-11T04:16:48+06:00,2026-08-07T17:24:51+06:00
256,USR029,+8801526609535,Saif Islam,RKM0000257,2026-05-16T13:10:00+06:00,Sahityaghar Demo Publications,Fiction,4,Motijheel,23.73955,90.426091,1739,mobile_wallet,delivered,2026-05-26T03:10:00+06:00,True,Rokomari,RKM-RDR-011,Sumon Uddin,8801903242764,delivery_rider,Bike,Dhaka-Metro-LA-44-1426,2023-08-04,4.66,active,Motijheel,43,22,1317,2026-02-12T04:42:40+06:00,2026-08-06T08:07:38+06:00
257,USR029,+8801526609535,Saif Islam,RKM0000258,2026-02-24T19:31:18+06:00,Sahityaghar Demo Publications,Exam Preparation,5,Mohakhali,23.782633,90.398803,1604,cash,delivered,2026-03-06T02:31:18+06:00,True,Rokomari,RKM-RDR-009,Nayeem Hasan,8801324471418,delivery_rider,Bike,Dhaka-Metro-LA-34-5388,2024-11-23,4.65,active,Mohakhali,36,19,1188,2026-02-19T08:50:41+06:00,2026-08-02T04:47:49+06:00
258,USR030,+8801462025102,Tanjim Mahmud,RKM0000259,2026-07-09T04:55:49+06:00,Pragya Demo Book House,Academic,2,Mohammadpur,23.765996,90.349668,1813,card,delivered,2026-07-16T09:55:49+06:00,True,Rokomari,RKM-RDR-010,Kawsar Hasan,8801752549830,delivery_rider,Bike,Dhaka-Metro-LA-32-8079,2024-06-06,4.23,active,Mohammadpur,50,24,1645,2026-02-11T04:16:48+06:00,2026-08-07T17:24:51+06:00
259,USR030,+8801462025102,Tanjim Mahmud,RKM0000260,2026-06-19T08:58:48+06:00,Pragya Demo Book House,History,4,Gulshan,23.791912,90.399801,4622,cash,cancelled,2026-06-24T18:58:48+06:00,True,Rokomari,RKM-RDR-006,Shamim Karim,8801999724975,delivery_rider,Bike,Dhaka-Metro-LA-31-7317,2023-01-06,4.80,active,Gulshan,49,27,451,2026-02-12T06:57:54+06:00,2026-07-29T17:38:13+06:00
260,USR030,+8801462025102,Tanjim Mahmud,RKM0000261,2026-03-06T22:06:00+06:00,Sahityaghar Demo Publications,Non-Fiction,5,Motijheel,23.730961,90.425729,1722,cash,returned,2026-03-09T14:06:00+06:00,True,Rokomari,RKM-RDR-011,Sumon Uddin,8801903242764,delivery_rider,Bike,Dhaka-Metro-LA-44-1426,2023-08-04,4.66,active,Motijheel,43,22,1317,2026-02-12T04:42:40+06:00,2026-08-06T08:07:38+06:00
261,USR030,+8801462025102,Tanjim Mahmud,RKM0000262,2026-03-19T04:39:38+06:00,Gyanpath Demo Publications,Biography,1,Badda,23.788974,90.435399,2197,cash,delivered,2026-03-28T10:39:38+06:00,True,Rokomari,RKM-RDR-019,Jubayer Sheikh,8801479247170,delivery_rider,Bicycle,BIC-57952,2025-05-30,4.90,active,Badda,26,11,467,2026-02-18T05:10:01+06:00,2026-08-10T02:50:03+06:00
262,USR030,+8801462025102,Tanjim Mahmud,RKM0000263,2026-06-26T17:53:46+06:00,Kalam Demo Publications,Academic,4,Mirpur,23.829818,90.359263,1470,mobile_wallet,delivered,2026-06-28T06:53:46+06:00,True,Rokomari,RKM-RDR-008,Mehedi Mia,8801903214455,delivery_rider,Bike,Dhaka-Metro-LA-48-7063,2023-02-20,4.42,active,Mirpur,58,32,333,2026-02-14T18:44:07+06:00,2026-08-08T13:29:34+06:00
263,USR030,+8801462025102,Tanjim Mahmud,RKM0000264,2026-08-08T13:29:34+06:00,Gyanpath Demo Publications,Business,3,Mirpur,23.826749,90.356628,4182,card,delivered,2026-08-11T15:29:34+06:00,True,Rokomari,RKM-RDR-008,Mehedi Mia,8801903214455,delivery_rider,Bike,Dhaka-Metro-LA-48-7063,2023-02-20,4.42,active,Mirpur,58,32,333,2026-02-14T18:44:07+06:00,2026-08-08T13:29:34+06:00
264,USR030,+8801462025102,Tanjim Mahmud,RKM0000265,2026-03-07T19:04:10+06:00,Pragya Demo Book House,Academic,5,Pallabi,23.828744,90.363806,466,mobile_wallet,delivered,2026-03-15T12:04:10+06:00,True,Rokomari,RKM-RDR-013,Jubayer Karim,8801590153458,delivery_rider,Bike,Dhaka-Metro-LA-45-1553,2023-09-22,4.72,active,Pallabi,46,20,915,2026-02-11T18:18:56+06:00,2026-08-09T18:40:47+06:00
265,USR030,+8801462025102,Tanjim Mahmud,RKM0000266,2026-03-11T03:08:21+06:00,Pathshala Demo Books,Fiction,5,Bashundhara,23.809127,90.417312,1856,mobile_wallet,delivered,2026-03-12T15:08:21+06:00,True,Rokomari,RKM-RDR-003,Parvez Hasan,8801849556978,delivery_rider,Bike,Dhaka-Metro-LA-11-9736,2024-07-20,4.40,active,Bashundhara,48,23,1818,2026-02-10T11:36:34+06:00,2026-08-09T09:20:46+06:00
266,USR030,+8801462025102,Tanjim Mahmud,RKM0000267,2026-02-10T00:48:36+06:00,Sahityaghar Demo Publications,Business,5,Banani,23.787392,90.415348,624,card,processing,2026-02-17T18:48:36+06:00,True,Rokomari,RKM-RDR-020,Morshed Kabir,8801942462644,delivery_rider,Bike,Dhaka-Metro-LA-37-3930,2023-03-20,4.46,active,Banani,35,15,1313,2026-02-10T00:48:36+06:00,2026-08-09T15:47:43+06:00
267,USR031,+8801444217372,Mahi Rahman,RKM0000268,2026-04-25T20:43:55+06:00,Pragya Demo Book House,Fiction,1,Old Dhaka,23.711315,90.401817,3518,mobile_wallet,delivered,2026-04-26T07:43:55+06:00,True,Rokomari,RKM-RDR-012,Nadim Chowdhury,8801935031640,delivery_rider,Bicycle,BIC-35405,2023-12-08,4.61,active,Old Dhaka,51,24,1375,2026-02-10T07:52:12+06:00,2026-08-05T01:26:52+06:00
268,USR031,+8801444217372,Mahi Rahman,RKM0000269,2026-03-08T12:56:08+06:00,Shikkhaloy Demo Books,Non-Fiction,5,Bashundhara,23.819067,90.420013,655,card,processing,2026-03-18T10:56:08+06:00,True,Rokomari,RKM-RDR-003,Parvez Hasan,8801849556978,delivery_rider,Bike,Dhaka-Metro-LA-11-9736,2024-07-20,4.40,active,Bashundhara,48,23,1818,2026-02-10T11:36:34+06:00,2026-08-09T09:20:46+06:00
269,USR031,+8801444217372,Mahi Rahman,RKM0000270,2026-05-22T19:57:27+06:00,Pathshala Demo Books,Biography,2,Bashundhara,23.821065,90.416553,2025,card,delivered,2026-05-26T08:57:27+06:00,True,Rokomari,RKM-RDR-003,Parvez Hasan,8801849556978,delivery_rider,Bike,Dhaka-Metro-LA-11-9736,2024-07-20,4.40,active,Bashundhara,48,23,1818,2026-02-10T11:36:34+06:00,2026-08-09T09:20:46+06:00
270,USR031,+8801444217372,Mahi Rahman,RKM0000271,2026-03-12T09:42:00+06:00,Pragya Demo Book House,Religion,5,Rampura,23.760438,90.413788,2277,cash,delivered,2026-03-12T10:42:00+06:00,True,Rokomari,RKM-RDR-014,Hasan Sarker,8801938904423,delivery_rider,Bike,Dhaka-Metro-LA-21-8928,2023-08-20,4.35,active,Rampura,58,30,832,2026-02-11T14:04:39+06:00,2026-07-31T09:46:08+06:00
271,USR031,+8801444217372,Mahi Rahman,RKM0000272,2026-06-02T21:26:49+06:00,Pragya Demo Book House,Exam Preparation,2,Wari,23.714145,90.426029,4106,mobile_wallet,delivered,2026-06-05T03:26:49+06:00,True,Rokomari,RKM-RDR-018,Sohel Sarker,8801409053113,delivery_rider,Bicycle,BIC-69174,2024-04-13,4.26,active,Wari,43,27,1288,2026-02-26T19:01:14+06:00,2026-08-07T20:15:31+06:00
272,USR031,+8801444217372,Mahi Rahman,RKM0000273,2026-04-03T14:37:33+06:00,Boibagan Demo Publications,History,4,Tejgaon,23.770858,90.394952,3168,card,returned,2026-04-11T13:37:33+06:00,True,Rokomari,RKM-RDR-016,Shuvo Mahmud,8801674629335,delivery_rider,Bicycle,BIC-76953,2023-10-17,4.53,active,Tejgaon,43,17,253,2026-02-13T17:57:55+06:00,2026-08-06T02:47:10+06:00
273,USR031,+8801444217372,Mahi Rahman,RKM0000274,2026-02-24T13:24:45+06:00,Sahityaghar Demo Publications,Religion,1,Bashundhara,23.806665,90.419981,4172,card,delivered,2026-03-05T01:24:45+06:00,True,Rokomari,RKM-RDR-003,Parvez Hasan,8801849556978,delivery_rider,Bike,Dhaka-Metro-LA-11-9736,2024-07-20,4.40,active,Bashundhara,48,23,1818,2026-02-10T11:36:34+06:00,2026-08-09T09:20:46+06:00
274,USR031,+8801444217372,Mahi Rahman,RKM0000275,2026-07-17T11:09:10+06:00,Shikkhaloy Demo Books,Exam Preparation,2,Gulshan,23.800335,90.40429,1758,mobile_wallet,cancelled,2026-07-22T16:09:10+06:00,True,Rokomari,RKM-RDR-006,Shamim Karim,8801999724975,delivery_rider,Bike,Dhaka-Metro-LA-31-7317,2023-01-06,4.80,active,Gulshan,49,27,451,2026-02-12T06:57:54+06:00,2026-07-29T17:38:13+06:00
275,USR031,+8801444217372,Mahi Rahman,RKM0000276,2026-02-25T21:33:39+06:00,Pragya Demo Book House,Fiction,5,Mohammadpur,23.764193,90.364884,4579,mobile_wallet,delivered,2026-03-01T01:33:39+06:00,True,Rokomari,RKM-RDR-010,Kawsar Hasan,8801752549830,delivery_rider,Bike,Dhaka-Metro-LA-32-8079,2024-06-06,4.23,active,Mohammadpur,50,24,1645,2026-02-11T04:16:48+06:00,2026-08-07T17:24:51+06:00
276,USR032,+8801535357252,Nafisa Khan,RKM0000277,2026-08-06T14:51:36+06:00,Sahityaghar Demo Publications,Non-Fiction,4,Farmgate,23.755836,90.39227,3083,cash,delivered,2026-08-14T03:51:36+06:00,True,Rokomari,RKM-RDR-005,Tanvir Hasan,8801510283842,delivery_rider,Bicycle,BIC-99533,2024-10-07,4.86,active,Farmgate,51,22,318,2026-02-14T11:05:37+06:00,2026-08-06T15:48:56+06:00
277,USR032,+8801535357252,Nafisa Khan,RKM0000278,2026-03-24T14:28:31+06:00,Natunpata Demo Publication,Children,5,Rampura,23.762871,90.419476,426,mobile_wallet,delivered,2026-03-27T19:28:31+06:00,True,Rokomari,RKM-RDR-014,Hasan Sarker,8801938904423,delivery_rider,Bike,Dhaka-Metro-LA-21-8928,2023-08-20,4.35,active,Rampura,58,30,832,2026-02-11T14:04:39+06:00,2026-07-31T09:46:08+06:00
278,USR032,+8801535357252,Nafisa Khan,RKM0000279,2026-04-26T03:38:35+06:00,Kalam Demo Publications,Exam Preparation,4,Tejgaon,23.756036,90.398742,3896,cash,processing,2026-05-03T05:38:35+06:00,True,Rokomari,RKM-RDR-016,Shuvo Mahmud,8801674629335,delivery_rider,Bicycle,BIC-76953,2023-10-17,4.53,active,Tejgaon,43,17,253,2026-02-13T17:57:55+06:00,2026-08-06T02:47:10+06:00
